amount,ip_distance,device_type_id,time_of_day,tx_frequency,merchant_risk,account_age,location_deviation
18.13,4.22,2,0.0,5,0.23,12.64,2.98
55.9,455.07,1,4.46,0,0.2,1509.16,1.51
43.97,4.84,2,4.15,0,0.21,457.86,4.26
53.39,7.8,1,2.45,5,0.15,1534.34,4.05
49.4,8.32,1,2.37,2,0.06,591.26,10.05
347.13,202.05,1,1.98,1,0.12,1390.44,2.26
18.44,7.69,1,1.95,2,0.43,798.19,1.77
11.24,22.05,1,3.94,1,0.19,1366.35,4.71
64.16,6.23,2,1.38,0,0.15,719.74,18.93
37.7,2.88,1,6.38,0,0.07,1110.6,2.29
63.38,26.26,2,2.35,0,0.05,615.85,1.58
77.47,19.3,1,4.48,2,0.32,268.58,78.78
130.99,24.64,1,0.0,2,0.39,1415.76,1.73
16.14,9.75,1,0.85,2,0.08,690.96,1.34
32.93,7.73,2,3.83,1,0.09,496.85,1.85
68.96,5.99,1,2.65,2,0.46,3650.0,0.43
89.11,340.09,1,2.06,2,0.05,54.85,7.85
259.07,1.08,1,4.12,4,0.09,1291.68,1.85
102.39,6.74,1,6.24,2,0.07,534.83,7.94
47.92,7.89,1,0.0,1,0.25,404.85,2.15
25.64,22.13,1,4.0,0,0.11,2255.66,1.67
32.75,25.29,1,1.12,1,0.15,1495.65,2.69
32.06,3.47,1,3.71,1,0.32,20.73,0.96
81.73,8.95,2,1.09,1,0.08,1331.15,13.88
60.63,2.97,2,3.06,2,0.08,10.0,8.13
18.53,10.25,2,3.24,1,0.45,48.5,2.43
36.06,7.93,1,0.61,1,0.15,293.91,10.66
96.56,6.38,1,1.05,0,0.22,3650.0,4.07
65.09,10.05,2,1.62,2,0.31,496.39,2.36
76.59,350.9,1,0.0,1,0.28,842.14,1.92
66.63,15.7,1,2.91,1,0.21,1519.99,9.33
169.33,13.77,3,4.95,0,0.44,303.71,0.02
59.68,0.58,3,0.0,1,0.27,2794.52,8.66
37.43,13.71,2,3.32,2,0.02,618.96,1.37
25.16,13.15,3,2.69,2,0.08,2099.45,2.05
60.29,6.17,2,0.62,1,0.09,602.34,6.68
8.02,1.66,2,6.08,1,0.2,2376.7,19.9
43.55,10.56,1,4.3,0,0.09,1969.41,10.74
42.85,26.59,3,4.48,2,0.12,421.29,5.34
17.97,3.89,2,2.08,3,0.52,91.46,0.64
24.92,13.12,1,0.0,0,0.08,65.17,9.46
91.77,4.5,1,2.34,2,0.28,629.71,4.39
59.45,1.62,1,1.75,0,0.09,41.59,5.67
53.97,1.52,3,4.04,3,0.14,972.55,6.27
62.91,76.61,1,0.82,2,0.41,1650.93,17.77
53.6,0.27,1,4.67,0,0.3,2017.43,2.86
127.0,6.12,1,0.76,1,0.11,2910.35,4.11
54.85,8.02,3,3.41,1,0.35,87.8,2.28
16.75,11.58,2,0.51,0,0.29,2089.31,76.38
169.8,12.14,1,1.92,1,0.19,105.73,5.12
66.01,1.66,1,0.0,0,0.33,3650.0,5.77
32.14,5.11,1,2.15,2,0.12,115.24,2.09
19.53,6.15,1,0.0,3,0.17,3650.0,1.69
67.29,5.41,1,3.11,1,0.06,529.85,7.43
45.79,18.39,1,3.39,0,0.36,1346.98,7.75
162.82,10.0,1,1.98,0,0.27,192.8,1.58
38.57,2.13,1,0.69,1,0.28,86.15,5.68
26.68,8.22,1,2.81,2,0.27,1115.99,1.41
97.89,8.05,3,3.9,2,0.23,805.55,75.45
100.08,2.34,1,1.66,1,0.2,2385.54,3.21
56.74,369.89,1,1.14,0,0.02,1141.82,1.16
83.04,10.59,1,0.0,1,0.27,1012.59,9.1
48.61,24.37,1,2.44,2,0.31,1057.37,2.77
59.59,0.18,1,4.12,0,0.15,512.23,1.74
119.79,12.97,1,4.86,0,0.1,1279.15,11.76
79.92,10.18,2,2.47,2,0.26,2246.66,3.38
44.04,27.87,1,0.0,1,0.11,1176.38,3.07
137.87,41.59,1,1.06,3,0.17,119.87,3.01
8.49,9.11,3,4.34,3,0.14,601.8,7.39
233.01,23.45,1,3.64,1,0.12,517.01,3.71
13.91,12.24,2,0.0,0,0.23,662.51,3.5
31.24,24.35,1,5.95,3,0.04,344.62,5.3
48.49,3.79,1,0.0,3,0.31,817.13,3.19
44.8,18.5,1,1.22,1,0.24,1631.43,1.95
106.36,2.51,1,3.01,3,0.29,408.46,8.81
22.62,40.51,3,1.84,0,0.28,2534.9,68.61
60.8,40.13,1,1.35,4,0.18,323.2,5.42
32.41,10.24,1,2.03,0,0.19,696.0,5.66
62.39,418.03,2,4.05,4,0.41,1063.62,0.73
47.63,17.89,1,5.85,0,0.2,1711.97,1.83
53.61,7.79,2,2.61,1,0.23,1101.62,0.99
33.1,13.16,1,0.74,2,0.12,2130.31,0.42
34.11,2.94,2,2.21,0,0.32,1778.74,0.01
62.02,6.52,2,5.95,1,0.14,228.07,0.2
101.47,85.43,1,3.62,1,0.33,463.24,8.25
31.92,12.15,1,4.68,1,0.13,29.59,4.5
26.06,11.11,1,3.66,0,0.32,338.83,9.23
79.21,3.88,1,3.88,3,0.59,15.14,4.71
48.8,30.15,1,2.09,0,0.02,1160.94,4.08
93.21,2.7,3,4.88,2,0.44,1238.0,2.8
25.35,21.21,1,0.0,2,0.41,1525.09,0.71
13.16,7.97,1,3.14,3,0.11,153.41,0.39
33.52,0.85,1,2.96,2,0.21,392.22,1.98
28.14,318.71,1,0.26,0,0.19,989.9,0.62
47.13,20.2,1,2.69,2,0.48,1919.08,0.04
31.01,8.28,1,3.19,0,0.23,1891.4,3.85
87.16,0.96,1,0.0,1,0.3,516.62,31.14
40.28,7.25,1,2.73,0,0.3,401.29,6.35
55.97,2.33,2,4.6,1,0.39,623.97,1.98
56.27,17.69,3,5.37,0,0.1,173.93,2.88
57.87,7.09,1,3.26,2,0.14,261.8,1.28
49.1,4.03,2,1.84,0,0.17,18.3,2.0
73.33,4.07,1,3.95,3,0.21,1376.62,2.35
27.53,10.24,2,0.33,3,0.28,3650.0,6.32
142.82,8.29,1,3.59,1,0.17,80.69,0.28
41.87,419.54,2,1.93,1,0.1,162.96,2.97
18.7,8.9,2,4.38,0,0.07,228.5,0.43
57.57,3.31,2,1.07,0,0.12,786.55,54.78
26.41,12.03,2,5.46,1,0.19,490.1,0.14
82.35,27.98,1,4.45,1,0.13,82.25,2.52
262.23,12.53,1,2.76,2,0.01,10.0,8.41
27.72,2.24,2,2.59,1,0.24,412.7,13.42
64.16,1.36,1,5.43,2,0.14,583.02,3.83
13.4,3.5,1,6.34,5,0.24,1169.97,5.41
70.28,3.94,1,1.35,0,0.11,3650.0,0.21
25.73,16.27,2,1.43,1,0.04,533.54,23.51
31.29,3.17,1,4.64,2,0.1,735.3,3.15
21.89,11.81,2,0.0,5,0.11,1319.92,55.68
86.59,1.6,2,0.0,0,0.3,540.13,78.91
106.43,6.79,1,0.55,1,0.03,909.87,0.5
50.88,0.43,1,2.7,1,0.21,459.36,1.71
26.15,1.18,3,0.0,2,0.17,3650.0,0.71
164.71,398.62,2,0.0,2,0.16,251.46,7.21
28.48,364.66,1,1.13,1,0.33,1381.53,2.22
9.88,2.48,1,4.83,1,0.49,95.46,8.47
70.51,10.45,1,1.31,1,0.37,316.41,2.26
21.83,24.71,1,4.32,0,0.25,1199.61,4.62
104.95,7.38,1,2.31,2,0.26,366.12,4.73
37.57,9.95,3,5.2,4,0.28,366.85,7.85
78.63,13.0,3,1.63,1,0.17,231.19,3.54
143.04,243.8,2,2.94,1,0.02,88.32,1.79
20.19,5.5,1,2.56,3,0.23,438.42,74.73
32.71,3.78,1,1.84,0,0.07,100.07,7.75
47.24,2.45,1,3.72,1,0.47,3650.0,2.04
158.41,5.84,2,3.5,2,0.08,359.34,17.75
30.52,2.46,1,2.58,2,0.33,756.22,1.22
32.01,8.7,2,0.0,1,0.24,319.12,3.75
71.57,3.99,2,0.0,0,0.09,261.41,7.3
32.43,10.41,2,0.27,2,0.1,1267.84,4.31
56.06,2.14,1,2.59,2,0.17,449.71,1.24
15.62,5.13,2,2.04,1,0.17,180.74,3.28
263.16,30.67,1,0.63,1,0.47,223.7,74.58
18.2,5.81,2,0.48,2,0.37,2098.07,2.37
39.28,8.0,1,3.51,0,0.14,833.02,6.12
48.8,0.22,1,0.67,0,0.27,1081.6,1.48
209.88,9.34,1,0.0,1,0.07,91.31,2.88
18.51,2.33,1,2.44,2,0.21,863.71,4.81
221.36,65.23,3,1.04,0,0.22,206.05,15.93
88.23,21.29,1,3.64,2,0.24,129.58,67.91
68.36,3.74,3,0.61,0,0.24,664.13,3.58
23.89,1.37,1,1.65,1,0.35,904.03,17.44
76.74,0.44,1,2.67,3,0.24,450.69,8.95
29.06,6.32,1,0.0,0,0.36,1169.44,1.61
129.28,1.3,1,0.9,1,0.2,1758.58,2.45
24.14,9.16,2,0.56,2,0.27,960.79,5.9
45.93,11.11,1,1.14,0,0.1,1527.08,4.41
32.97,5.6,2,1.06,1,0.05,1886.21,32.69
23.84,2.14,1,2.09,2,0.28,3650.0,2.12
87.18,2.37,1,2.46,0,0.03,873.23,2.22
74.71,0.19,1,3.35,3,0.14,118.02,0.09
123.81,3.8,2,3.11,3,0.24,533.02,2.9
13.16,17.54,2,4.47,2,0.16,1367.2,4.3
111.07,3.23,1,4.03,0,0.14,2049.69,4.82
327.38,0.46,1,4.87,1,0.26,235.35,77.4
35.63,1.63,2,4.54,4,0.01,922.17,6.79
207.14,17.03,3,1.06,4,0.15,1309.71,1.81
41.04,0.37,1,1.48,1,0.46,3650.0,4.42
17.86,13.54,2,1.63,1,0.22,482.23,2.28
39.76,3.79,1,4.44,2,0.39,44.55,99.5
109.75,4.65,1,1.64,1,0.34,3251.92,2.69
26.67,241.18,3,3.67,1,0.21,47.22,1.01
31.87,19.83,2,0.0,2,0.09,269.67,0.46
78.04,1.39,2,0.0,2,0.41,802.14,0.63
50.11,20.57,1,4.73,4,0.2,91.93,0.2
77.52,14.06,1,3.15,2,0.07,2865.35,5.34
59.76,9.87,2,4.54,2,0.26,843.85,9.55
71.65,13.42,3,0.0,0,0.15,448.93,2.23
36.15,5.63,2,2.51,1,0.18,444.13,2.83
59.49,11.08,1,0.0,0,0.13,11.74,6.56
24.94,5.77,1,3.96,3,0.23,1662.07,1.78
131.41,28.55,1,2.24,0,0.31,525.55,7.21
31.07,24.89,1,1.94,2,0.08,10.0,1.4
116.59,5.25,1,3.93,0,0.01,1600.75,6.5
41.96,0.73,1,2.0,4,0.23,2474.79,1.55
58.18,202.51,2,1.93,0,0.2,1028.37,7.66
34.49,5.39,2,0.0,3,0.23,3650.0,8.79
23.34,3.19,2,4.88,1,0.22,767.26,0.64
13.51,12.57,3,2.41,1,0.12,88.27,7.11
22.66,8.9,1,3.24,1,0.15,3404.59,3.71
39.22,20.76,2,0.0,2,0.04,353.13,8.78
58.61,3.15,2,4.96,0,0.37,1257.16,2.45
106.68,3.3,3,2.5,1,0.25,698.74,18.92
35.79,356.58,1,5.61,1,0.23,193.38,0.31
25.8,1.17,1,4.17,2,0.06,493.83,9.08
16.95,0.01,2,0.0,0,0.08,516.72,2.85
71.67,6.81,3,3.71,1,0.16,1406.59,4.78
141.09,0.88,2,3.98,3,0.21,327.19,3.7
129.25,2.98,2,3.41,1,0.01,3650.0,6.71
85.15,12.94,1,2.55,1,0.2,1750.13,1.42
80.72,5.67,2,1.74,1,0.08,969.88,5.84
178.62,1.45,2,2.06,2,0.17,738.04,1.64
64.14,16.03,2,4.92,2,0.34,1356.52,2.17
81.18,1.28,2,5.06,0,0.07,3069.23,0.4
39.31,26.11,1,1.76,2,0.06,3650.0,0.5
18.0,3.84,2,0.54,0,0.26,2026.61,2.93
29.94,160.74,1,4.65,2,0.09,31.3,7.48
49.66,7.4,3,3.95,2,0.08,3382.8,6.72
52.33,0.64,2,2.52,1,0.19,1321.17,9.9
212.03,35.98,2,0.17,0,0.11,950.04,6.48
53.14,19.15,3,0.0,0,0.39,196.17,1.39
121.04,3.95,1,3.6,1,0.16,134.73,8.73
36.08,0.31,1,0.98,3,0.11,612.66,8.47
39.58,199.13,2,0.93,3,0.05,1277.72,3.67
18.45,1.89,1,2.94,2,0.27,1371.31,2.44
28.65,1.84,1,1.01,0,0.14,794.82,12.31
74.24,5.09,2,1.09,1,0.15,1638.71,7.94
50.28,34.87,1,0.64,2,0.09,863.89,1.92
101.42,9.75,1,3.42,3,0.16,563.27,5.25
57.28,8.53,1,0.12,5,0.11,455.94,3.88
38.39,133.25,1,0.0,3,0.05,340.86,1.37
250.45,13.73,1,0.1,4,0.13,1721.28,15.62
46.6,9.58,1,4.88,5,0.23,247.1,11.55
119.61,9.83,2,0.84,1,0.12,2297.8,4.26
37.01,4.6,1,2.98,1,0.54,368.58,14.4
85.13,11.53,1,1.38,2,0.42,555.92,0.82
100.29,12.74,1,1.61,0,0.06,161.03,0.35
58.46,7.52,2,4.75,2,0.27,118.38,0.77
8.55,22.0,1,2.25,2,0.23,151.58,1.84
50.69,30.72,1,5.33,1,0.11,1315.53,0.88
125.82,400.65,3,5.88,2,0.16,1162.38,0.66
74.26,15.01,1,5.17,3,0.24,1211.2,1.7
69.85,16.06,1,0.96,2,0.19,1896.3,5.43
13.74,4.37,2,2.35,0,0.16,228.36,2.68
29.13,7.67,1,4.97,0,0.31,299.18,3.84
68.07,2.97,1,3.59,1,0.11,3257.63,10.02
68.02,16.68,1,4.33,2,0.18,112.73,1.3
124.34,32.15,3,4.5,4,0.21,327.81,8.66
44.85,5.42,3,4.61,5,0.16,3263.45,6.08
67.79,4.98,1,0.04,1,0.19,792.82,3.45
50.62,208.09,1,1.9,2,0.14,2629.24,8.67
23.85,0.68,1,0.72,0,0.41,1639.82,8.73
9.21,28.88,2,1.78,4,0.21,2987.45,3.6
69.08,26.09,1,2.43,1,0.06,1342.28,1.63
56.97,19.11,1,2.22,1,0.14,303.47,6.01
31.45,0.2,2,0.83,0,0.08,1424.63,1.83
14.84,5.67,1,0.0,1,0.36,497.2,8.07
80.18,301.78,1,0.0,1,0.2,174.36,17.88
40.96,3.47,2,5.66,2,0.54,284.4,98.47
75.92,19.09,2,4.48,0,0.26,346.73,1.93
202.36,4.29,2,2.69,1,0.11,108.61,1.64
10.03,7.02,3,0.0,1,0.36,514.71,5.71
29.59,13.4,1,0.36,0,0.14,2853.67,4.49
42.73,20.84,1,3.0,0,0.06,216.41,2.84
148.88,13.52,1,3.7,3,0.29,3650.0,0.31
14.65,12.85,1,1.38,0,0.05,666.35,5.91
213.56,14.7,1,3.11,4,0.32,1420.6,7.34
55.36,2.22,1,1.81,3,0.22,118.83,20.33
46.53,1.81,1,4.27,4,0.14,1981.31,2.0
43.1,0.13,1,1.93,2,0.25,862.87,14.36
36.05,0.91,1,1.86,2,0.16,139.0,0.73
109.74,0.1,1,1.0,1,0.2,690.72,3.71
22.44,2.33,2,3.51,1,0.07,1136.25,3.12
64.79,408.01,1,2.83,1,0.11,532.14,6.51
37.48,4.91,1,0.0,4,0.05,392.42,2.14
28.23,3.75,3,2.78,1,0.28,361.51,2.04
347.76,3.06,2,2.37,2,0.3,764.04,31.33
68.46,1.86,1,3.93,1,0.19,578.35,2.9
79.2,0.4,1,1.82,2,0.23,1352.45,1.61
117.37,2.7,2,0.05,3,0.1,2972.23,13.33
17.22,276.66,1,1.1,0,0.07,198.12,1.49
186.09,473.19,1,5.67,3,0.29,710.7,5.26
7.62,214.17,2,1.57,0,0.2,672.84,6.49
28.09,11.18,1,4.07,0,0.05,511.91,4.42
35.44,2.07,1,0.0,1,0.23,1376.05,0.72
77.35,27.43,1,2.79,0,0.23,611.05,4.5
58.91,8.75,1,0.0,0,0.17,98.7,1.21
44.12,17.79,3,2.14,1,0.06,697.39,10.58
49.55,20.71,1,0.52,2,0.42,1403.94,1.79
24.01,21.3,1,0.15,2,0.06,3184.07,0.09
16.27,6.95,2,0.0,1,0.13,121.02,5.64
86.22,16.28,1,1.57,1,0.31,1005.06,0.25
84.12,8.69,1,0.0,0,0.42,435.74,2.42
164.09,10.53,1,0.0,0,0.08,258.16,0.19
27.65,12.57,1,2.19,1,0.14,911.34,13.29
84.07,181.39,2,0.0,0,0.22,501.65,19.51
40.42,16.11,1,0.0,0,0.11,75.39,1.27
122.1,15.84,1,5.57,1,0.23,2260.6,2.76
107.61,7.75,3,5.14,3,0.13,567.42,0.05
58.58,20.55,1,0.34,2,0.08,3316.26,6.04
38.76,3.63,1,2.66,0,0.18,251.9,4.18
102.79,7.16,1,0.35,1,0.21,57.31,6.35
81.22,14.34,1,0.44,1,0.19,30.29,5.62
29.92,18.65,1,0.0,2,0.09,955.86,3.22
18.47,3.41,1,5.06,1,0.09,1816.26,7.89
40.27,2.4,1,3.11,1,0.51,1020.8,2.36
155.8,17.18,1,3.48,1,0.23,1735.7,14.27
118.14,0.11,1,3.06,1,0.14,729.15,2.61
21.71,0.76,2,1.6,0,0.6,120.41,96.9
20.83,16.43,2,1.03,2,0.05,1637.45,5.38
130.07,9.92,1,1.93,2,0.05,451.1,1.22
21.33,7.42,3,4.93,0,0.27,1180.09,9.87
73.26,21.0,2,2.05,3,0.19,121.22,5.19
31.5,2.38,2,5.88,0,0.18,330.99,9.12
168.14,0.22,1,0.45,1,0.2,535.31,0.7
28.06,9.73,2,0.0,2,0.17,3450.94,4.93
117.87,1.3,3,0.16,1,0.3,1014.99,5.47
57.44,9.39,1,1.68,2,0.2,1181.57,0.93
60.41,24.8,2,4.78,1,0.22,1503.55,0.02
11.41,15.5,2,1.03,4,0.15,678.88,15.18
9.58,1.86,1,0.0,0,0.5,168.91,4.42
42.38,0.53,1,2.03,0,0.14,366.41,5.96
60.17,329.25,1,4.44,0,0.11,283.43,3.44
21.5,6.9,1,1.99,3,0.16,2271.01,1.19
22.1,1.47,1,2.4,2,0.23,1303.3,5.83
76.18,26.73,1,1.95,1,0.26,804.3,3.54
76.26,23.91,2,1.58,2,0.07,279.18,0.56
45.09,7.52,3,6.8,4,0.21,169.51,11.05
89.76,29.5,1,4.63,2,0.18,894.75,1.45
20.73,2.82,1,5.75,3,0.21,137.87,5.65
38.29,97.22,1,7.77,3,0.43,602.83,11.58
172.08,4.65,2,4.57,0,0.17,870.68,7.43
52.63,10.17,1,1.06,0,0.21,439.97,14.26
54.97,9.75,2,3.77,2,0.32,2617.84,0.88
281.88,3.25,1,5.82,2,0.26,96.25,1.41
17.51,8.13,1,3.07,2,0.18,548.7,1.56
90.86,46.8,1,1.31,1,0.09,2271.44,0.69
174.17,1.97,1,4.75,1,0.16,194.49,0.71
39.19,19.77,2,0.0,0,0.41,989.09,4.35
95.27,241.0,1,2.28,3,0.1,870.36,5.23
23.94,42.56,1,3.52,1,0.35,2348.27,3.36
29.87,21.25,2,1.78,0,0.14,2163.59,7.89
66.74,0.76,1,3.25,0,0.18,2460.78,13.68
91.01,4.45,1,3.31,4,0.19,869.42,10.29
115.9,5.23,3,3.12,2,0.04,196.98,0.07
162.27,400.14,1,1.62,3,0.18,147.09,0.4
47.53,4.77,2,1.19,1,0.28,1471.53,0.32
122.39,11.23,2,1.77,5,0.35,543.48,3.09
38.68,6.7,1,0.0,2,0.15,284.89,11.35
98.36,12.87,1,4.75,1,0.2,1102.5,2.12
58.42,18.63,1,3.08,2,0.04,1491.29,5.9
69.85,77.39,1,2.34,2,0.2,2398.17,2.37
68.69,5.72,2,0.65,2,0.21,44.66,10.52
15.01,11.21,1,2.26,0,0.46,112.59,6.18
21.52,56.73,1,2.22,0,0.13,1138.46,1.59
54.0,0.11,1,1.13,1,0.01,161.05,2.53
14.11,0.46,1,4.1,3,0.06,136.92,1.06
93.26,12.29,2,0.0,1,0.24,203.77,15.49
96.13,82.84,2,0.18,1,0.14,355.34,4.35
63.91,6.92,2,4.22,2,0.19,2170.92,4.35
21.57,21.39,2,5.01,1,0.23,1623.48,5.33
140.77,415.9,1,2.56,2,0.04,407.66,1.34
230.43,356.37,1,0.03,0,0.13,982.67,3.06
55.83,12.34,1,4.64,1,0.15,1166.5,7.01
73.33,5.27,3,2.42,1,0.67,3650.0,1.39
58.17,1.39,1,2.25,0,0.1,84.55,0.71
74.43,247.15,3,5.09,2,0.2,445.43,17.81
45.71,4.53,2,3.67,0,0.06,2919.14,9.38
48.72,2.21,2,1.26,0,0.15,759.59,60.43
98.62,2.54,1,0.0,2,0.23,1529.61,0.38
290.39,25.24,1,1.37,1,0.21,261.62,0.33
17.5,8.53,1,2.95,3,0.3,335.76,0.69
46.25,4.13,1,3.28,3,0.08,2248.74,0.68
20.63,17.88,3,0.0,1,0.45,1117.63,25.56
165.02,0.93,2,0.7,5,0.06,1802.64,0.86
32.18,0.54,2,0.0,1,0.25,240.91,12.08
16.94,2.59,1,2.69,1,0.07,276.07,6.22
80.69,17.51,1,0.0,3,0.04,346.39,2.43
184.98,9.41,2,1.08,1,0.21,1744.52,19.44
82.25,56.85,1,0.2,1,0.15,245.07,15.35
58.3,10.24,2,3.35,1,0.09,1108.95,6.74
67.96,16.08,2,2.77,3,0.32,391.48,3.94
144.48,3.86,1,0.53,1,0.19,942.77,1.66
25.96,8.06,2,2.31,1,0.21,559.31,8.67
45.98,2.25,2,3.35,1,0.1,299.49,4.83
35.61,372.37,1,2.61,1,0.13,1086.54,5.47
20.82,7.34,1,0.0,1,0.09,1184.77,9.51
39.09,498.23,1,6.62,1,0.15,1414.45,0.13
114.76,269.0,1,3.08,1,0.35,1728.0,4.92
76.48,8.37,2,4.25,1,0.03,314.1,8.15
81.07,155.16,1,0.55,1,0.31,491.22,17.21
55.81,472.84,2,0.13,1,0.23,1055.05,3.75
74.03,20.42,1,0.94,0,0.05,1127.22,0.56
27.43,17.36,3,6.0,1,0.13,3650.0,6.45
39.64,4.35,3,1.36,1,0.06,232.49,9.69
57.74,7.87,2,1.87,0,0.16,867.97,4.63
61.57,2.06,1,5.71,0,0.13,125.37,1.54
63.57,316.18,1,1.28,2,0.09,134.15,0.34
45.07,9.51,1,2.03,2,0.06,560.05,5.15
37.67,17.89,1,0.0,3,0.19,814.84,1.75
533.98,450.56,1,5.89,1,0.08,232.41,1.15
98.7,0.32,2,0.48,1,0.13,57.27,8.35
68.16,3.28,1,1.66,0,0.19,417.09,0.56
41.98,7.08,1,0.0,1,0.28,247.48,3.14
35.65,12.6,1,1.66,3,0.17,92.88,1.94
45.33,2.87,3,1.85,2,0.23,1744.76,3.35
62.28,112.73,1,1.17,3,0.16,879.04,0.41
12.2,4.72,1,0.0,1,0.43,1281.39,4.07
15.41,2.37,3,3.09,2,0.44,1433.86,5.37
31.01,12.87,1,0.0,5,0.09,163.05,7.4
58.4,3.98,2,0.0,1,0.08,313.68,3.42
41.79,21.38,2,1.48,1,0.16,57.11,11.58
151.5,1.7,1,4.42,1,0.15,2194.49,11.31
16.45,17.05,1,1.9,2,0.32,1563.51,0.12
28.46,7.94,2,2.6,0,0.19,323.8,25.92
156.35,295.15,1,0.66,3,0.08,371.34,24.42
55.17,3.24,1,0.65,0,0.11,879.79,0.0
97.09,20.94,1,3.76,4,0.42,907.52,11.12
232.86,312.24,1,4.46,1,0.14,2043.92,3.37
29.72,11.35,1,4.22,0,0.06,30.01,1.77
46.41,12.52,3,3.23,1,0.12,2575.81,3.22
40.76,58.91,3,2.66,0,0.03,2029.53,3.32
11.54,12.1,1,0.0,1,0.11,707.4,21.25
39.62,1.58,1,0.86,1,0.25,122.93,13.91
96.82,9.4,1,0.57,2,0.28,968.74,23.0
75.0,4.56,3,2.14,1,0.02,968.47,1.12
79.55,10.2,1,3.56,0,0.06,93.54,10.8
37.73,7.49,1,1.33,0,0.24,2695.97,94.54
30.57,2.72,2,0.0,1,0.15,987.97,3.94
129.54,0.7,1,4.52,0,0.49,782.11,98.44
34.43,9.15,1,0.21,0,0.05,863.45,8.73
62.34,58.05,1,0.32,1,0.06,751.71,15.36
56.52,14.4,2,3.29,1,0.06,96.3,0.91
149.65,10.1,2,0.97,1,0.18,1458.26,41.86
103.6,2.12,2,2.05,3,0.09,10.0,76.45
18.93,6.05,1,2.67,2,0.09,1739.67,1.51
20.52,4.45,1,2.3,0,0.16,156.48,8.84
77.19,377.43,2,1.5,1,0.15,369.37,1.46
47.64,1.61,2,2.25,1,0.24,458.75,4.05
35.54,0.59,1,6.65,3,0.13,579.43,3.53
107.1,245.4,1,4.59,3,0.23,629.55,1.44
57.55,385.06,2,3.92,3,0.36,1006.13,2.57
52.01,1.5,1,2.96,3,0.3,604.21,10.14
89.74,3.94,1,5.38,0,0.12,1401.12,4.67
37.74,51.26,1,3.93,1,0.26,119.32,3.96
162.13,1.14,3,4.79,1,0.09,375.37,8.77
27.69,6.15,2,4.86,2,0.29,282.72,2.62
81.84,8.25,1,3.54,0,0.11,375.29,2.37
146.55,29.35,2,3.24,0,0.16,223.41,0.29
17.8,6.17,1,1.53,0,0.18,2046.23,2.07
38.65,7.61,1,6.05,4,0.19,676.03,1.08
117.76,26.96,1,2.06,2,0.19,976.99,0.07
119.1,41.46,1,0.0,0,0.21,1400.23,0.42
43.97,1.62,3,2.89,4,0.29,364.49,6.8
28.82,16.25,1,1.76,2,0.15,2066.4,4.22
102.41,6.21,1,0.12,1,0.31,596.59,4.92
121.47,1.2,3,0.24,2,0.13,1016.66,23.73
20.87,227.34,1,2.21,0,0.25,27.0,11.14
20.27,4.0,1,2.33,2,0.15,548.38,1.81
59.2,8.37,1,0.0,0,0.06,347.4,1.68
80.16,261.71,3,1.31,1,0.09,35.7,5.3
39.95,13.49,1,4.01,2,0.6,432.12,7.5
83.22,14.21,1,0.0,2,0.12,1822.84,1.02
29.35,5.6,1,1.51,2,0.09,2229.7,3.89
10.24,333.61,3,2.06,2,0.18,844.29,8.04
36.38,2.48,2,3.32,2,0.34,3650.0,0.36
52.43,2.69,1,1.58,1,0.25,2570.39,4.03
40.66,7.13,2,1.23,2,0.11,1107.96,40.0
20.97,0.02,2,3.22,0,0.13,224.27,1.57
12.81,4.38,2,1.9,2,0.08,128.95,4.76
34.0,16.48,2,5.54,2,0.03,1079.07,1.47
98.03,0.65,1,3.24,2,0.12,523.04,63.34
128.27,6.28,2,3.63,2,0.15,50.12,0.84
121.85,454.24,2,2.15,3,0.41,2319.64,4.16
27.12,0.35,1,5.76,1,0.14,52.43,5.19
21.05,0.41,1,0.88,0,0.28,1567.14,15.64
72.57,4.85,1,0.0,1,0.23,783.88,1.87
80.51,3.26,2,1.81,1,0.08,554.06,6.09
67.5,13.81,2,1.47,4,0.11,1136.69,22.26
11.04,0.87,1,1.72,2,0.38,660.93,4.87
26.1,26.04,2,5.96,1,0.36,895.32,4.51
48.9,9.38,2,0.42,2,0.18,865.88,0.81
72.06,14.86,3,1.88,1,0.06,919.41,5.56
88.9,3.51,1,0.0,0,0.02,3650.0,2.21
55.71,2.89,1,5.79,1,0.1,346.85,7.02
64.08,0.21,2,0.0,1,0.19,367.39,45.72
53.29,26.69,1,2.29,1,0.21,449.55,8.17
83.62,14.35,1,0.0,4,0.48,2326.75,5.05
63.22,9.37,1,0.0,1,0.28,806.38,25.25
52.53,0.1,2,0.23,1,0.16,2633.5,11.81
40.88,24.16,1,0.0,2,0.1,1416.87,2.65
53.14,16.76,1,2.54,0,0.31,289.36,9.0
71.91,16.57,1,0.0,0,0.3,845.66,6.17
61.11,0.13,1,4.08,2,0.08,84.26,85.39
66.53,30.18,3,4.67,0,0.08,818.07,3.05
136.87,21.8,1,5.31,1,0.19,211.81,16.87
61.0,8.16,1,0.0,1,0.19,529.84,0.07
30.73,7.12,1,0.44,1,0.17,858.88,3.57
97.0,0.82,1,1.04,0,0.09,213.65,5.08
17.95,10.41,3,0.87,1,0.05,1395.67,25.85
22.22,11.07,3,3.6,3,0.17,652.54,0.86
64.32,9.45,1,2.64,0,0.09,2068.56,15.3
